time,adc,voltage
16:14:40,38656,1.9465140764476996
16:17:40,38656,1.9465140764476996
16:20:40,36864,1.859501029983978
16:23:40,36736,1.849832913710231
16:26:40,35840,1.8079377431906614
16:29:40,36992,1.859501029983978
16:32:40,36608,1.8433875028610665
16:35:40,38208,1.9239551384756237
16:38:40,37824,1.90461890592813
16:41:40,37760,1.8981734950789653
16:44:40,37632,1.8949507896543831
16:47:40,38528,1.940068665598535
16:50:40,38336,1.9271778439002059
16:53:40,38272,1.9271778439002059
16:56:41,37760,1.9013962005035476
16:59:41,37696,1.8981734950789653
17:02:41,37312,1.8788372625314715
17:05:41,37632,1.8917280842298008
17:08:41,37888,1.9110643167772945
17:11:41,38720,1.949736781872282
17:14:41,37760,1.8981734950789653
17:17:41,36928,1.8627237354085602
17:20:41,38464,1.940068665598535
17:23:41,37888,1.9078416113527121
17:26:41,38464,1.9368459601739527
17:29:41,38848,1.9594048981460288
17:32:41,38592,1.9432913710231172
17:35:41,38016,1.9110643167772945
17:38:41,37760,1.8981734950789653
17:41:41,37888,1.9110643167772945
17:44:41,37120,1.869169146257725
17:47:41,37760,1.90461890592813
17:50:42,37376,1.882059967956054
17:53:42,37504,1.8917280842298008
17:56:42,37312,1.882059967956054
17:59:42,37056,1.8659464408331423
18:02:42,38016,1.9142870222018766
18:05:42,37184,1.872391851682307
18:08:42,38144,1.9142870222018766
18:11:42,37824,1.9013962005035476
18:14:42,38208,1.9239551384756237
18:17:42,37824,1.90461890592813
18:20:42,37824,1.90461890592813
18:23:42,37824,1.9078416113527121
18:26:42,38336,1.9271778439002059
18:29:42,37568,1.8949507896543831
18:32:42,36288,1.827273975738155
18:35:42,37952,1.9142870222018766
18:38:43,37568,1.8885053788052186
18:41:43,37248,1.872391851682307
18:44:43,38016,1.9110643167772945
18:47:43,37568,1.8917280842298008
18:50:43,38464,1.9368459601739527
18:53:43,38720,1.949736781872282
18:56:43,37696,1.9013962005035476
18:59:43,37952,1.9110643167772945
19:02:43,38912,1.9561821927214464
19:05:43,38656,1.949736781872282
19:08:43,38976,1.962627603570611
19:11:43,38336,1.9368459601739527
19:14:43,38144,1.9207324330510414
19:17:43,36352,1.827273975738155
19:20:43,38528,1.940068665598535
19:23:43,41408,2.085090409704738
19:26:44,41024,2.065754177157244
19:29:44,40640,2.0464179446097504
19:32:44,42560,2.143099107347219
19:35:44,40256,2.0270817120622566
19:38:44,39744,1.9980773632410163
19:41:44,38720,1.9529594872968643
19:44:44,37952,1.9110643167772945
19:47:44,37440,1.8885053788052186
19:50:44,36608,1.8433875028610665
19:53:44,36416,1.8337193865873196
19:56:44,35200,1.769265278095674
19:59:44,34688,1.746706340123598
20:02:44,33728,1.6951430533302816
20:05:44,33728,1.6951430533302816
20:08:44,32960,1.6629159990844586
20:11:44,33088,1.6693614099336231
20:14:44,31872,1.601684596017395
20:17:44,31360,1.5759029526207369
